"location","target_end_date","target","output_type","output_type_id","oracle_value"
"US National",2019-12-21,"ili perc","quantile",NA,5.06435
"US National",2019-12-28,"ili perc","quantile",NA,7.06161
"US National",2020-01-04,"ili perc","quantile",NA,5.90066
"US National",2020-01-11,"ili perc","quantile",NA,4.9402
"US National",2020-01-18,"ili perc","quantile",NA,5.33135
"US National",2020-01-25,"ili perc","quantile",NA,6.07822
"US National",2020-02-01,"ili perc","quantile",NA,6.74724
"US National",2020-02-08,"ili perc","quantile",NA,6.80157
"US National",2020-02-15,"ili perc","quantile",NA,6.11292
"US National",2020-02-22,"ili perc","quantile",NA,5.52513
"US National",2020-02-29,"ili perc","quantile",NA,5.12333
"US National",2020-03-07,"ili perc","quantile",NA,5.26652
"HHS Region 1",2010-10-09,"ili perc","quantile",NA,0.415796
"HHS Region 1",2010-10-16,"ili perc","quantile",NA,0.58519
"HHS Region 1",2010-10-23,"ili perc","quantile",NA,0.587396
"HHS Region 1",2010-10-30,"ili perc","quantile",NA,0.572541
"HHS Region 1",2010-11-06,"ili perc","quantile",NA,0.603793
"HHS Region 1",2010-11-13,"ili perc","quantile",NA,0.556758
"HHS Region 1",2010-11-20,"ili perc","quantile",NA,0.705164
"HHS Region 1",2010-11-27,"ili perc","quantile",NA,0.820865
"HHS Region 1",2010-12-04,"ili perc","quantile",NA,0.689018
"HHS Region 1",2010-12-11,"ili perc","quantile",NA,0.760426
"HHS Region 1",2010-12-18,"ili perc","quantile",NA,0.802437
"HHS Region 1",2010-12-25,"ili perc","quantile",NA,1.01492
"HHS Region 1",2011-01-01,"ili perc","quantile",NA,1.13074
"HHS Region 1",2011-01-08,"ili perc","quantile",NA,0.959888
"HHS Region 1",2011-01-15,"ili perc","quantile",NA,1.18688
"HHS Region 1",2011-01-22,"ili perc","quantile",NA,1.20524
"HHS Region 1",2011-01-29,"ili perc","quantile",NA,1.40872
"HHS Region 1",2011-02-05,"ili perc","quantile",NA,1.87486
"HHS Region 1",2011-02-12,"ili perc","quantile",NA,1.99294
"HHS Region 1",2011-02-19,"ili perc","quantile",NA,2.31154
"HHS Region 1",2011-02-26,"ili perc","quantile",NA,2.32248
"HHS Region 1",2011-03-05,"ili perc","quantile",NA,1.75247
"HHS Region 1",2011-03-12,"ili perc","quantile",NA,1.65827
"HHS Region 1",2011-03-19,"ili perc","quantile",NA,1.36504
"HHS Region 1",2011-03-26,"ili perc","quantile",NA,1.02294
"HHS Region 1",2011-04-02,"ili perc","quantile",NA,1.11948
"HHS Region 1",2011-04-09,"ili perc","quantile",NA,0.934313
"HHS Region 1",2011-04-16,"ili perc","quantile",NA,0.834506
"HHS Region 1",2011-04-23,"ili perc","quantile",NA,0.779753
"HHS Region 1",2011-04-30,"ili perc","quantile",NA,0.675821
"HHS Region 1",2011-05-07,"ili perc","quantile",NA,0.592222
"HHS Region 1",2011-05-14,"ili perc","quantile",NA,0.515393
"HHS Region 1",2011-05-21,"ili perc","quantile",NA,0.498389
"HHS Region 1",2011-05-28,"ili perc","quantile",NA,0.555332
"HHS Region 1",2011-06-04,"ili perc","quantile",NA,0.574262
"HHS Region 1",2011-06-11,"ili perc","quantile",NA,0.505594
"HHS Region 1",2011-06-18,"ili perc","quantile",NA,0.493534
"HHS Region 1",2011-06-25,"ili perc","quantile",NA,0.461867
"HHS Region 1",2011-07-02,"ili perc","quantile",NA,0.416608
"HHS Region 1",2011-07-09,"ili perc","quantile",NA,0.46983
"HHS Region 1",2011-07-16,"ili perc","quantile",NA,0.428519
"HHS Region 1",2011-07-23,"ili perc","quantile",NA,0.437277
"HHS Region 1",2011-07-30,"ili perc","quantile",NA,0.412251
"HHS Region 1",2011-08-06,"ili perc","quantile",NA,0.378898
"HHS Region 1",2011-08-13,"ili perc","quantile",NA,0.391519
"HHS Region 1",2011-08-20,"ili perc","quantile",NA,0.43582
"HHS Region 1",2011-08-27,"ili perc","quantile",NA,0.39558
"HHS Region 1",2011-09-03,"ili perc","quantile",NA,0.411796
"HHS Region 1",2011-09-10,"ili perc","quantile",NA,0.412723
"HHS Region 1",2011-09-17,"ili perc","quantile",NA,0.441039
"HHS Region 1",2011-09-24,"ili perc","quantile",NA,0.407422
"HHS Region 1",2011-10-01,"ili perc","quantile",NA,0.507688
"HHS Region 1",2011-10-08,"ili perc","quantile",NA,0.43974
"HHS Region 1",2011-10-15,"ili perc","quantile",NA,0.689897
"HHS Region 1",2011-10-22,"ili perc","quantile",NA,0.630234
"HHS Region 1",2011-10-29,"ili perc","quantile",NA,0.676542
"HHS Region 1",2011-11-05,"ili perc","quantile",NA,0.681778
"HHS Region 1",2011-11-12,"ili perc","quantile",NA,0.722186
"HHS Region 1",2011-11-19,"ili perc","quantile",NA,0.584198
"HHS Region 1",2011-11-26,"ili perc","quantile",NA,0.671443
"HHS Region 1",2011-12-03,"ili perc","quantile",NA,0.624269
"HHS Region 1",2011-12-10,"ili perc","quantile",NA,0.628389
"HHS Region 1",2011-12-17,"ili perc","quantile",NA,0.78979
"HHS Region 1",2011-12-24,"ili perc","quantile",NA,0.86589
"HHS Region 1",2011-12-31,"ili perc","quantile",NA,1.00526
"HHS Region 1",2012-01-07,"ili perc","quantile",NA,0.910657
"HHS Region 1",2012-01-14,"ili perc","quantile",NA,0.800414
"HHS Region 1",2012-01-21,"ili perc","quantile",NA,0.838438
"HHS Region 1",2012-01-28,"ili perc","quantile",NA,0.819739
"HHS Region 1",2012-02-04,"ili perc","quantile",NA,0.771312
"HHS Region 1",2012-02-11,"ili perc","quantile",NA,0.846266
"HHS Region 1",2012-02-18,"ili perc","quantile",NA,0.902132
"HHS Region 1",2012-02-25,"ili perc","quantile",NA,0.949344
"HHS Region 1",2012-03-03,"ili perc","quantile",NA,0.803368
"HHS Region 1",2012-03-10,"ili perc","quantile",NA,0.774284
"HHS Region 1",2012-03-17,"ili perc","quantile",NA,0.858635
"HHS Region 1",2012-03-24,"ili perc","quantile",NA,0.831097
"HHS Region 1",2012-03-31,"ili perc","quantile",NA,0.621933
"HHS Region 1",2012-04-07,"ili perc","quantile",NA,0.7515
"HHS Region 1",2012-04-14,"ili perc","quantile",NA,0.857187
"HHS Region 1",2012-04-21,"ili perc","quantile",NA,0.778564
"HHS Region 1",2012-04-28,"ili perc","quantile",NA,0.57168
"HHS Region 1",2012-05-05,"ili perc","quantile",NA,0.518703
"HHS Region 1",2012-05-12,"ili perc","quantile",NA,0.608604
"HHS Region 1",2012-05-19,"ili perc","quantile",NA,0.499494
"HHS Region 1",2012-05-26,"ili perc","quantile",NA,0.580681
"HHS Region 1",2012-06-02,"ili perc","quantile",NA,0.611205
"HHS Region 1",2012-06-09,"ili perc","quantile",NA,0.44987
"HHS Region 1",2012-06-16,"ili perc","quantile",NA,0.556763
"HHS Region 1",2012-06-23,"ili perc","quantile",NA,0.511904
"HHS Region 1",2012-06-30,"ili perc","quantile",NA,0.63164
"HHS Region 1",2012-07-07,"ili perc","quantile",NA,0.600682
"HHS Region 1",2012-07-14,"ili perc","quantile",NA,0.545703
"HHS Region 1",2012-07-21,"ili perc","quantile",NA,0.529763
"HHS Region 1",2012-07-28,"ili perc","quantile",NA,0.54242
"HHS Region 1",2012-08-04,"ili perc","quantile",NA,0.423858
"HHS Region 1",2012-08-11,"ili perc","quantile",NA,0.52453
"HHS Region 1",2012-08-18,"ili perc","quantile",NA,0.477967
"HHS Region 1",2012-08-25,"ili perc","quantile",NA,0.487765
"HHS Region 1",2012-09-01,"ili perc","quantile",NA,0.435526
"HHS Region 1",2012-09-08,"ili perc","quantile",NA,0.50659
"HHS Region 1",2012-09-15,"ili perc","quantile",NA,0.49204
"HHS Region 1",2012-09-22,"ili perc","quantile",NA,0.498207
"HHS Region 1",2012-09-29,"ili perc","quantile",NA,0.522411
"HHS Region 1",2012-10-06,"ili perc","quantile",NA,0.542445
"HHS Region 1",2012-10-13,"ili perc","quantile",NA,0.56065
"HHS Region 1",2012-10-20,"ili perc","quantile",NA,0.755333
"HHS Region 1",2012-10-27,"ili perc","quantile",NA,0.575156
"HHS Region 1",2012-11-03,"ili perc","quantile",NA,0.638644
"HHS Region 1",2012-11-10,"ili perc","quantile",NA,0.630983
"HHS Region 1",2012-11-17,"ili perc","quantile",NA,0.700343
"HHS Region 1",2012-11-24,"ili perc","quantile",NA,0.845412
"HHS Region 1",2012-12-01,"ili perc","quantile",NA,0.89633
"HHS Region 1",2012-12-08,"ili perc","quantile",NA,1.24499
"HHS Region 1",2012-12-15,"ili perc","quantile",NA,1.69905
"HHS Region 1",2012-12-22,"ili perc","quantile",NA,2.62753
"HHS Region 1",2012-12-29,"ili perc","quantile",NA,3.9292
"HHS Region 1",2013-01-05,"ili perc","quantile",NA,3.21719
"HHS Region 1",2013-01-12,"ili perc","quantile",NA,3.28461
"HHS Region 1",2013-01-19,"ili perc","quantile",NA,3.02114
"HHS Region 1",2013-01-26,"ili perc","quantile",NA,2.50428
"HHS Region 1",2013-02-02,"ili perc","quantile",NA,2.21254
"HHS Region 1",2013-02-09,"ili perc","quantile",NA,1.87401
"HHS Region 1",2013-02-16,"ili perc","quantile",NA,1.5552
"HHS Region 1",2013-02-23,"ili perc","quantile",NA,1.50586
"HHS Region 1",2013-03-02,"ili perc","quantile",NA,1.32621
"HHS Region 1",2013-03-09,"ili perc","quantile",NA,1.30083
"HHS Region 1",2013-03-16,"ili perc","quantile",NA,1.18804
"HHS Region 1",2013-03-23,"ili perc","quantile",NA,1.19612
"HHS Region 1",2013-03-30,"ili perc","quantile",NA,1.18515
"HHS Region 1",2013-04-06,"ili perc","quantile",NA,1.19767
"HHS Region 1",2013-04-13,"ili perc","quantile",NA,1.24114
"HHS Region 1",2013-04-20,"ili perc","quantile",NA,1.05995
"HHS Region 1",2013-04-27,"ili perc","quantile",NA,0.783118
"HHS Region 1",2013-05-04,"ili perc","quantile",NA,0.805735
"HHS Region 1",2013-05-11,"ili perc","quantile",NA,0.690938
"HHS Region 1",2013-05-18,"ili perc","quantile",NA,0.623383
"HHS Region 1",2013-05-25,"ili perc","quantile",NA,0.595752
"HHS Region 1",2013-06-01,"ili perc","quantile",NA,0.581825
"HHS Region 1",2013-06-08,"ili perc","quantile",NA,0.408342
"HHS Region 1",2013-06-15,"ili perc","quantile",NA,0.47561
"HHS Region 1",2013-06-22,"ili perc","quantile",NA,0.391668
"HHS Region 1",2013-06-29,"ili perc","quantile",NA,0.430542
"HHS Region 1",2013-07-06,"ili perc","quantile",NA,0.430427
"HHS Region 1",2013-07-13,"ili perc","quantile",NA,0.384096
"HHS Region 1",2013-07-20,"ili perc","quantile",NA,0.388478
"HHS Region 1",2013-07-27,"ili perc","quantile",NA,0.343594
"HHS Region 1",2013-08-03,"ili perc","quantile",NA,0.343561
"HHS Region 1",2013-08-10,"ili perc","quantile",NA,0.392263
"HHS Region 1",2013-08-17,"ili perc","quantile",NA,0.335119
"HHS Region 1",2013-08-24,"ili perc","quantile",NA,0.413557
"HHS Region 1",2013-08-31,"ili perc","quantile",NA,0.333156
"HHS Region 1",2013-09-07,"ili perc","quantile",NA,0.304002
"HHS Region 1",2013-09-14,"ili perc","quantile",NA,0.338289
"HHS Region 1",2013-09-21,"ili perc","quantile",NA,0.460903
"HHS Region 1",2013-09-28,"ili perc","quantile",NA,0.98459
"HHS Region 1",2013-10-05,"ili perc","quantile",NA,0.621395
"HHS Region 1",2013-10-12,"ili perc","quantile",NA,0.654441
"HHS Region 1",2013-10-19,"ili perc","quantile",NA,0.741983
"HHS Region 1",2013-10-26,"ili perc","quantile",NA,0.80209
"HHS Region 1",2013-11-02,"ili perc","quantile",NA,0.905562
"HHS Region 1",2013-11-09,"ili perc","quantile",NA,0.955454
"HHS Region 1",2013-11-16,"ili perc","quantile",NA,0.851659
"HHS Region 1",2013-11-23,"ili perc","quantile",NA,0.692049
"HHS Region 1",2013-11-30,"ili perc","quantile",NA,0.91993
"HHS Region 1",2013-12-07,"ili perc","quantile",NA,0.825554
"HHS Region 1",2013-12-14,"ili perc","quantile",NA,1.06768
"HHS Region 1",2013-12-21,"ili perc","quantile",NA,1.1724
"HHS Region 1",2013-12-28,"ili perc","quantile",NA,1.58812
"HHS Region 1",2014-01-04,"ili perc","quantile",NA,1.60948
"HHS Region 1",2014-01-11,"ili perc","quantile",NA,1.39198
"HHS Region 1",2014-01-18,"ili perc","quantile",NA,1.67317
"HHS Region 1",2014-01-25,"ili perc","quantile",NA,1.87667
"HHS Region 1",2014-02-01,"ili perc","quantile",NA,2.03318
"HHS Region 1",2014-02-08,"ili perc","quantile",NA,2.24365
"HHS Region 1",2014-02-15,"ili perc","quantile",NA,1.75096
"HHS Region 1",2014-02-22,"ili perc","quantile",NA,1.78771
"HHS Region 1",2014-03-01,"ili perc","quantile",NA,1.51318
"HHS Region 1",2014-03-08,"ili perc","quantile",NA,1.53377
"HHS Region 1",2014-03-15,"ili perc","quantile",NA,1.35777
"HHS Region 1",2014-03-22,"ili perc","quantile",NA,1.69082
"HHS Region 1",2014-03-29,"ili perc","quantile",NA,1.59596
"HHS Region 1",2014-04-05,"ili perc","quantile",NA,1.82481
"HHS Region 1",2014-04-12,"ili perc","quantile",NA,1.96088
"HHS Region 1",2014-04-19,"ili perc","quantile",NA,1.73466
"HHS Region 1",2014-04-26,"ili perc","quantile",NA,1.55579
"HHS Region 1",2014-05-03,"ili perc","quantile",NA,1.25236
"HHS Region 1",2014-05-10,"ili perc","quantile",NA,1.29032
"HHS Region 1",2014-05-17,"ili perc","quantile",NA,1.0337
"HHS Region 1",2014-05-24,"ili perc","quantile",NA,0.513504
"HHS Region 1",2014-05-31,"ili perc","quantile",NA,0.480187
"HHS Region 1",2014-06-07,"ili perc","quantile",NA,0.549795
"HHS Region 1",2014-06-14,"ili perc","quantile",NA,0.445091
"HHS Region 1",2014-06-21,"ili perc","quantile",NA,0.440756
"HHS Region 1",2014-06-28,"ili perc","quantile",NA,0.469904
"HHS Region 1",2014-07-05,"ili perc","quantile",NA,0.702276
"HHS Region 1",2014-07-12,"ili perc","quantile",NA,0.355917
"HHS Region 1",2014-07-19,"ili perc","quantile",NA,0.401355
"HHS Region 1",2014-07-26,"ili perc","quantile",NA,0.391262
"HHS Region 1",2014-08-02,"ili perc","quantile",NA,0.533088
"HHS Region 1",2014-08-09,"ili perc","quantile",NA,0.357373
"HHS Region 1",2014-08-16,"ili perc","quantile",NA,0.39934
"HHS Region 1",2014-08-23,"ili perc","quantile",NA,0.37084
"HHS Region 1",2014-08-30,"ili perc","quantile",NA,0.378678
"HHS Region 1",2014-09-06,"ili perc","quantile",NA,0.443777
"HHS Region 1",2014-09-13,"ili perc","quantile",NA,0.453362
"HHS Region 1",2014-09-20,"ili perc","quantile",NA,0.532114
"HHS Region 1",2014-09-27,"ili perc","quantile",NA,0.594496
"HHS Region 1",2014-10-04,"ili perc","quantile",NA,0.83061
"HHS Region 1",2014-10-11,"ili perc","quantile",NA,0.911129
"HHS Region 1",2014-10-18,"ili perc","quantile",NA,0.924083
"HHS Region 1",2014-10-25,"ili perc","quantile",NA,0.785985
"HHS Region 1",2014-11-01,"ili perc","quantile",NA,1.03529
"HHS Region 1",2014-11-08,"ili perc","quantile",NA,1.17701
"HHS Region 1",2014-11-15,"ili perc","quantile",NA,1.12824
"HHS Region 1",2014-11-22,"ili perc","quantile",NA,1.00111
"HHS Region 1",2014-11-29,"ili perc","quantile",NA,1.14027
"HHS Region 1",2014-12-06,"ili perc","quantile",NA,1.10299
"HHS Region 1",2014-12-13,"ili perc","quantile",NA,1.23213
"HHS Region 1",2014-12-20,"ili perc","quantile",NA,1.31102
"HHS Region 1",2014-12-27,"ili perc","quantile",NA,1.96586
"HHS Region 1",2015-01-03,"ili perc","quantile",NA,1.89326
"HHS Region 1",2015-01-10,"ili perc","quantile",NA,1.94392
"HHS Region 1",2015-01-17,"ili perc","quantile",NA,2.61241
"HHS Region 1",2015-01-24,"ili perc","quantile",NA,3.93773
"HHS Region 1",2015-01-31,"ili perc","quantile",NA,3.59462
"HHS Region 1",2015-02-07,"ili perc","quantile",NA,3.55818
"HHS Region 1",2015-02-14,"ili perc","quantile",NA,3.26275
"HHS Region 1",2015-02-21,"ili perc","quantile",NA,2.93637
"HHS Region 1",2015-02-28,"ili perc","quantile",NA,1.94445
"HHS Region 1",2015-03-07,"ili perc","quantile",NA,1.76866
"HHS Region 1",2015-03-14,"ili perc","quantile",NA,1.72719
"HHS Region 1",2015-03-21,"ili perc","quantile",NA,1.51214
"HHS Region 1",2015-03-28,"ili perc","quantile",NA,1.5203
"HHS Region 1",2015-04-04,"ili perc","quantile",NA,1.58312
"HHS Region 1",2015-04-11,"ili perc","quantile",NA,1.38746
"HHS Region 1",2015-04-18,"ili perc","quantile",NA,1.29744
"HHS Region 1",2015-04-25,"ili perc","quantile",NA,1.25879
"HHS Region 1",2015-05-02,"ili perc","quantile",NA,1.01564
"HHS Region 1",2015-05-09,"ili perc","quantile",NA,1.00593
"HHS Region 1",2015-05-16,"ili perc","quantile",NA,0.780414
"HHS Region 1",2015-05-23,"ili perc","quantile",NA,0.795374
"HHS Region 1",2015-05-30,"ili perc","quantile",NA,0.823276
"HHS Region 1",2015-06-06,"ili perc","quantile",NA,0.669392
"HHS Region 1",2015-06-13,"ili perc","quantile",NA,0.68428
"HHS Region 1",2015-06-20,"ili perc","quantile",NA,0.543381
"HHS Region 1",2015-06-27,"ili perc","quantile",NA,0.545817
"HHS Region 1",2015-07-04,"ili perc","quantile",NA,0.628069
"HHS Region 1",2015-07-11,"ili perc","quantile",NA,0.502202
"HHS Region 1",2015-07-18,"ili perc","quantile",NA,0.438622
"HHS Region 1",2015-07-25,"ili perc","quantile",NA,0.418749
"HHS Region 1",2015-08-01,"ili perc","quantile",NA,0.356937
"HHS Region 1",2015-08-08,"ili perc","quantile",NA,0.36071
"HHS Region 1",2015-08-15,"ili perc","quantile",NA,0.384903
"HHS Region 1",2015-08-22,"ili perc","quantile",NA,0.361836
"HHS Region 1",2015-08-29,"ili perc","quantile",NA,0.394007
"HHS Region 1",2015-09-05,"ili perc","quantile",NA,0.364309
"HHS Region 1",2015-09-12,"ili perc","quantile",NA,0.441444
"HHS Region 1",2015-09-19,"ili perc","quantile",NA,0.456994
"HHS Region 1",2015-09-26,"ili perc","quantile",NA,0.395333
"HHS Region 1",2015-10-03,"ili perc","quantile",NA,0.395111
"HHS Region 1",2015-10-10,"ili perc","quantile",NA,0.743302
"HHS Region 1",2015-10-17,"ili perc","quantile",NA,0.613241
"HHS Region 1",2015-10-24,"ili perc","quantile",NA,0.721747
"HHS Region 1",2015-10-31,"ili perc","quantile",NA,0.767136
"HHS Region 1",2015-11-07,"ili perc","quantile",NA,0.923337
"HHS Region 1",2015-11-14,"ili perc","quantile",NA,0.767975
"HHS Region 1",2015-11-21,"ili perc","quantile",NA,0.736201
"HHS Region 1",2015-11-28,"ili perc","quantile",NA,0.954736
"HHS Region 1",2015-12-05,"ili perc","quantile",NA,0.807851
"HHS Region 1",2015-12-12,"ili perc","quantile",NA,0.975831
"HHS Region 1",2015-12-19,"ili perc","quantile",NA,1.03668
"HHS Region 1",2015-12-26,"ili perc","quantile",NA,1.38302
"HHS Region 1",2016-01-02,"ili perc","quantile",NA,1.59869
"HHS Region 1",2016-01-09,"ili perc","quantile",NA,1.32779
